lang,word
Proto-West Germanic,Mizen
Latin,Mizzen
Proto-Indo-European,Mizzen
Proto-Italic,Mizzen
English,Mizzen
Middle French,Mizzen
Old Latin,Mizzen
Old French,Mizzen
Old Catalan,Mizzen
English,Mmm
Proto-Indo-European,Mo
English,Mo
Proto-Germanic,Mo
English,Moaning
Proto-Indo-European,Moaning
Sanskrit,Moaning
Maori,Moaning
Proto-Polynesian,Moaning
Proto-Indo-Iranian,Moaning
Proto-Germanic,Moaning
Proto-Indo-Aryan,Moaning
Old English,Moaning
Old Norse,Moaning
Middle English,Moaning
Proto-West Germanic,Moaning
Latin,Mob
Proto-Indo-European,Mob
English,Mob
Proto-Italic,Mob
Middle English,Mob
English,Mobbed
Latin,Mobbing
Proto-Indo-European,Mobbing
English,Mobbing
Proto-Italic,Mobbing
Middle English,Mobbing
Latin,Mobile
Proto-Indo-European,Mobile
English,Mobile
English,Moby
Proto-Indo-European,Moby
Latin,Moby
Proto-Italic,Moby
Middle English,Moby
Proto-Germanic,Moby
Old English,Moby
Old French,Moby
Chichewa,Moby
Proto-West Germanic,Moby
English,Moccasined
Powhatan,Moccasined
Proto-Indo-European,Moccasined
Japanese,Moccasined
Old English,Moccasined
Proto-Germanic,Moccasined
Proto-Algonquian,Moccasined
Middle English,Moccasined
English,Mock
Middle Dutch,Mock
Proto-Indo-European,Mock
Old English,Mock
Proto-Germanic,Mock
Middle English,Mock
Old French,Mock
English,Mocked
Middle French,Mockery
Middle Dutch,Mockery
Proto-Indo-European,Mockery
English,Mockery
Old French,Mockery
Proto-Germanic,Mockery
Anglo-Norman,Mockery
Middle English,Mockery
English,Mocking
Middle Dutch,Mocking
Proto-Indo-European,Mocking
Old English,Mocking
Middle English,Mocking
Proto-Germanic,Mocking
Old French,Mocking
English,Mockingly
Middle Dutch,Mockingly
Proto-Indo-European,Mockingly
Middle English,Mockingly
Old English,Mockingly
Proto-Germanic,Mockingly
Old French,Mockingly
Proto-West Germanic,Mockingly
English,Mocks
Proto-Indo-European,Mocks
Ancient Greek,Mocks
Middle Dutch,Mocks
Old English,Mocks
Proto-Germanic,Mocks
Middle English,Mocks
Old French,Mocks
Proto-West Germanic,Mocks
Proto-Indo-European,Mode
Latin,Mode
English,Mode
French,Mode
Old French,Mode
Proto-Italic,Mode
Middle French,Mode
Proto-Indo-European,Model
Latin,Model
English,Model
Middle French,Model
Old Italian,Model
Proto-Italic,Model
Vulgar Latin,Model
English,Modelled
Proto-Indo-European,Moderate
Latin,Moderate
English,Moderate
Middle English,Moderate
Proto-Italic,Moderate
Proto-Indo-European,Moderately
Latin,Moderately
English,Moderately
Middle English,Moderately
Proto-Italic,Moderately
Latin,Moderation
Ancient Greek,Moderation
Proto-Indo-European,Moderation
English,Moderation
French,Moderation
Proto-Italic,Moderation
Old French,Moderation
English,Modern
Middle French,Modern
Latin,Modern
French,Modern
Late Latin,Modern
Medieval Latin,Modern
English,Moderns
Proto-Indo-European,Modes
Latin,Modes
English,Modes
Middle French,Modes
Proto-Italic,Modes
English,Modified
Proto-Indo-European,Modified
Latin,Modified
Middle French,Modified
Marathi,Modified
Middle English,Modified
Old English,Modified
Proto-Italic,Modified
Old Marathi,Modified
English,Modifying
English,Modu
Japanese,Moe
Old Japanese,Moe
English,Moe
Proto-Japonic,Moe
Proto-Indo-European,Mogul
Ancient Greek,Mogul
Latin,Mogul
English,Mogul
Norwegian,Mogul
Mongolian,Mogul
Persian,Mogul
Proto-Germanic,Mogul
German,Mogul
Middle High German,Mogul
Middle Mongolian,Mogul
Proto-Italic,Mogul
Proto-Hellenic,Mogul
English,Mogulship
Proto-Indo-European,Mogulship
Ancient Greek,Mogulship
Latin,Mogulship
Proto-Italic,Mogulship
Norwegian,Mogulship
French,Mogulship
Middle French,Mogulship
Proto-Germanic,Mogulship
Old English,Mogulship
Mongolian,Mogulship
Old French,Mogulship
Proto-Slavic,Mogulship
Persian,Mogulship
Middle English,Mogulship
Anglo-Norman,Mogulship
German,Mogulship
Proto-West Germanic,Mogulship
Ukrainian,Mogulship
Middle High German,Mogulship
Middle Mongolian,Mogulship
Proto-Hellenic,Mogulship
English,Mohawk
Ancient Greek,Mohawk
Latin,Mohawk
Proto-Indo-European,Mohawk
French,Mohawk
Middle French,Mohawk
Proto-Hellenic,Mohawk
Biblical Hebrew,Mohawk
Old French,Mohawk
Dutch,Mohawk
Narragansett,Mohawk
Proto-Italic,Mohawk
Latin,Moisture
Proto-Indo-European,Moisture
English,Moisture
Proto-Italic,Moisture
Old French,Moisture
Latvian,Moisture
Middle English,Moisture
Vulgar Latin,Moisture
Indo-European,Moisture
Latin,Molasses
English,Molasses
French,Molasses
Proto-Indo-European,Molasses
Ancient Greek,Molasses
Proto-Italic,Molasses
Portuguese,Molasses
Old Portuguese,Molasses
Spanish,Molasses
Late Latin,Molasses
Vulgar Latin,Molasses
Medieval Latin,Molasses
English,Mole
Proto-Indo-European,Mole
Proto-Germanic,Mole
Old Norse,Mole
Old English,Mole
Middle English,Mole
Proto-Celtic,Mole
Proto-Brythonic,Mole
Sanskrit,Mole
Indo-European,Mole
Latin,Moles
English,Moles
Proto-Indo-European,Moles
Ancient Greek,Moles
Aramaic,Moles
Hebrew,Moles
Classical Nahuatl,Moles
French,Moles
German,Moles
Proto-Germanic,Moles
Old Norse,Moles
Spanish,Moles
Old French,Moles
Old English,Moles
Middle English,Moles
New Latin,Moles
Biblical Hebrew,Moles
Proto-Italic,Moles
Indo-European,Moles
Medieval Latin,Moles
Turkmen,Moles
Classical Persian,Moles
English,Molest
Latin,Molest
Middle English,Molest
Old French,Molest
English,Molesting
Proto-Indo-European,Molten
English,Molten
Proto-Germanic,Molten
Old English,Molten
Middle English,Molten
English,Mom
Latin,Moment
Proto-Indo-European,Moment
English,Moment
English,Momentarily
Latin,Momentarily
Proto-Indo-European,Momentarily
Middle English,Momentarily
Old English,Momentarily
Late Latin,Momentarily
Proto-Italic,Momentarily
Proto-Germanic,Momentarily
Proto-West Germanic,Momentarily
Latin,Momentary
Proto-Indo-European,Momentary
English,Momentary
Late Latin,Momentary
Proto-Italic,Momentary
English,Momentous
Latin,Momentous
Proto-Indo-European,Momentous
Middle English,Momentous
Old French,Momentous
Proto-Italic,Momentous
Old Latin,Momentous
Latin,Momentum
Proto-Indo-European,Momentum
English,Momentum
Proto-Italic,Momentum
English,Momma
English,Mommy
Latin,Mommy
Proto-Indo-European,Mommy
Middle English,Mommy
Proto-Germanic,Mommy
Old English,Mommy
Old French,Mommy
Arabic,Mona
Spanish,Mona
English,Monadnock
English,Monarch
French,Monarch
Ancient Greek,Monday
English,Monday
Middle English,Monday
Old English,Monday
Latin,Monday
Proto-Germanic,Monday
Proto-West Germanic,Monday
Proto-Hellenic,Monday
Proto-Indo-European,Money
Latin,Money
English,Money
Proto-Italic,Money
Old French,Money
Middle English,Money
English,Mong
Middle English,Mong
Old English,Mong
English,Mongering
Gaulish,Mongering
Proto-Celtic,Mongering
Proto-Indo-European,Mongering
Old English,Mongering
Proto-Germanic,Mongering
Middle English,Mongering
Proto-West Germanic,Mongering
Celtic,Mongering
Proto-Indo-European,Mongrel
English,Mongrel
Ancient Greek,Mongrel
Middle Dutch,Mongrel
Russian,Mongrel
Old English,Mongrel
Proto-Germanic,Mongrel
Middle English,Mongrel
Latin,Mongrel
German,Mongrel
Old Church Slavonic,Mongrel
Proto-West Germanic,Mongrel
Old High German,Mongrel
Proto-Italic,Mongrel
Middle High German,Mongrel
Germanic,Mongrel
Vulgar Latin,Mongrel
English,Monied
English,Monkey
German,Monkey
Ancient Greek,Monks
Latin,Monks
Proto-Indo-European,Monks
English,Monks
Proto-Italic,Monks
Middle English,Monks
Proto-Germanic,Monks
Old English,Monks
Old Norse,Monks
Old Latin,Monks
Proto-West Germanic,Monks
Late Latin,Monks
Proto-Hellenic,Monks
Frankish,Monks
French,Monks
Germanic,Monks
Ancient Greek,Monomania
Proto-Indo-European,Monomania
English,Monomania
French,Monomania
Latin,Monomania
Proto-Hellenic,Monomania
Ancient Greek,Monomaniac
Proto-Indo-European,Monomaniac
French,Monomaniac
English,Monomaniac
Proto-Hellenic,Monomaniac
Latin,Monomaniac
Late Latin,Monomaniac
Ancient Greek,Monotonous
English,Monotonous
Greek,Monotonous
Proto-Indo-European,Monotonous
Latin,Monotonous
French,Monotonous
Italian,Monotonous
Proto-Hellenic,Monotonous
Old French,Monotonous
Middle English,Monotonous
Proto-Celtic,Monotonous
Late Latin,Monotonous
Old Latin,Monotonous
English,Monotonously
Ancient Greek,Monotonously
Greek,Monotonously
Proto-Indo-European,Monotonously
Latin,Monotonously
French,Monotonously
Italian,Monotonously
Proto-Hellenic,Monotonously
Middle English,Monotonously
Old English,Monotonously
Old French,Monotonously
Proto-Celtic,Monotonously
Late Latin,Monotonously
Proto-Germanic,Monotonously
Proto-West Germanic,Monotonously
Old Latin,Monotonously
English,Monotony
French,Monotony
Ancient Greek,Monotony
Latin,Monsieur
English,Monsieur
Proto-Indo-European,Monsieur
Proto-Italic,Monsieur
French,Monsieur
Ancient Greek,Monsieur
Middle French,Monsieur
Old French,Monsieur
Vulgar Latin,Monsieur
English,Monster
Old French,Monster
Middle English,Monster
Latin,Monster
Proto-Italic,Monster
English,Monsters
Proto-Indo-European,Monsters
Latin,Monsters
Ancient Greek,Monsters
Proto-Italic,Monsters
French,Monsters
Middle French,Monsters
Proto-Germanic,Monsters
Old English,Monsters
Old French,Monsters
Proto-Slavic,Monsters
Middle English,Monsters
Anglo-Norman,Monsters
Proto-West Germanic,Monsters
Ukrainian,Monsters
English,Monstrous
Latin,Monstrous
Old French,Monstrous
Middle English,Monstrous
Latin,Mont
Proto-Indo-European,Mont
French,Mont
English,Mont
Old French,Mont
Latin,Montaigne
Proto-Indo-European,Montaigne
Middle French,Montaigne
English,Montaigne
Portuguese,Montaigne
Old French,Montaigne
Old Portuguese,Montaigne
Proto-Italic,Montaigne
Indo-European,Montaigne
French,Montaigne
English,Montgomery
English,Month
Proto-Indo-European,Month
Old English,Month
Proto-Germanic,Month
Middle English,Month
English,Months
Proto-Indo-European,Months
Old English,Months
Proto-Germanic,Months
Middle English,Months
Latin,Monument
Proto-Indo-European,Monument
English,Monument
Proto-Italic,Monument
Old French,Monument
Latin,Monumental
Proto-Indo-European,Monumental
English,Monumental
Proto-Italic,Monumental
Old English,Mood
Proto-Germanic,Mood
Middle English,Mood
Middle Dutch,Mood
English,Moodily
Proto-Indo-European,Moodily
Middle English,Moodily
Old English,Moodily
Proto-Germanic,Moodily
Proto-West Germanic,Moodily
Proto-Indo-European,Moodiness
English,Moodiness
Old English,Moodiness
Proto-Germanic,Moodiness
Middle English,Moodiness
Proto-West Germanic,Moodiness
Proto-Indo-European,Moods
Latin,Moods
English,Moods
French,Moods
Old English,Moods
Proto-Germanic,Moods
Old French,Moods
Middle English,Moods
Proto-Italic,Moods
Middle French,Moods
Proto-Indo-European,Moody
English,Moody
Proto-Germanic,Moody
Old English,Moody
Middle English,Moody
Proto-West Germanic,Moody
Proto-Germanic,Moon
Middle English,Moon
Old English,Moon
English,Moonlight
Old English,Moonlight
English,Moonlit
Proto-Indo-European,Moonlit
Proto-Germanic,Moonlit
Old English,Moonlit
Middle English,Moonlit
Proto-Indo-European,Moons
English,Moons
Sanskrit,Moons
Proto-Indo-Iranian,Moons
Proto-Germanic,Moons
Proto-Indo-Aryan,Moons
Old English,Moons
Old Norse,Moons
Middle English,Moons
Proto-West Germanic,Moons
Proto-Indo-European,Moor
English,Moor
Old English,Moor
Proto-Germanic,Moor
Middle English,Moor
Proto-West Germanic,Moor
English,Moore
English,Moored
English,Moorish
Proto-Indo-European,Moorish
Old English,Moorish
Middle English,Moorish
Proto-Germanic,Moorish
Proto-West Germanic,Moorish
Proto-Indo-European,Moors
English,Moors
Middle English,Moors
Old English,Moors
Proto-Germanic,Moors
English,Moose
Japanese,Moose
English,Moot
Latin,Moot
Proto-Indo-European,Moot
Middle French,Moot
Dutch,Moot
Proto-Italic,Moot
Middle English,Moot
Proto-Germanic,Moot
Old English,Moot
Proto-West Germanic,Moot
English,Mooted
Latin,Mop
English,Mop
Walloon,Mop
Middle English,Mop
English,Moral
Proto-Indo-European,Moral
Ancient Greek,Moral
Spanish,Moral
Old French,Moral
Proto-Italic,Moral
Latin,Moral
Vulgar Latin,Moral
Middle English,Moral
English,Morally
Proto-Indo-European,Morally
Ancient Greek,Morally
Middle English,Morally
Spanish,Morally
Old English,Morally
Old French,Morally
Proto-Italic,Morally
Latin,Morally
Vulgar Latin,Morally
Proto-Germanic,Morally
Proto-West Germanic,Morally
English,Morals
Proto-Indo-European,Morals
Ancient Greek,Morals
Spanish,Morals
Old French,Morals
Proto-Italic,Morals
Latin,Morals
Vulgar Latin,Morals
Middle English,Morals
Proto-Indo-European,Morass
English,Morass
Dutch,Morass
Frankish,Morass
Proto-Germanic,Morass
Old French,Morass
Middle Dutch,Morass
Medieval Latin,Morass
Indo-European,Morass
Proto-Indo-European,Morbid
English,Morbid
Latin,Morbid
Proto-Italic,Morbid
Proto-Indo-European,Morbidness
English,Morbidness
Latin,Morbidness
Proto-Italic,Morbidness
Hebrew,Mordecai
English,Mordecai
Proto-Indo-European,More
English,More
Proto-Germanic,More
Old English,More
Middle English,More
English,Moreover
Middle English,Moreover
Proto-Indo-European,Morgana
English,Morgana
Latin,Morgana
Proto-Germanic,Morgana
Proto-Indo-European,Morn
English,Morn
Proto-Germanic,Morn
Old English,Morn
Middle English,Morn
Proto-West Germanic,Morn
Gaulish,Morning
Proto-Celtic,Morning
Proto-Indo-European,Morning
English,Morning
Old English,Morning
Middle English,Morning
Proto-Germanic,Morning
Proto-West Germanic,Morning
Celtic,Morning
Proto-Indo-European,Mornings
English,Mornings
Old Norse,Mornings
Proto-Germanic,Mornings
Chichewa,Mornings
Latin,Morrow
Proto-Indo-European,Morrow
French,Morrow
English,Morrow
Frankish,Morrow
Middle French,Morrow
Ancient Greek,Morrow
Dutch,Morrow
Proto-Germanic,Morrow
Middle English,Morrow
Old French,Morrow
Old English,Morrow
Proto-Italic,Morrow
Proto-West Germanic,Morrow
Old High German,Morrow
Late Latin,Morrow
Medieval Latin,Morrow
Latin,Morsel
English,Morsel
Proto-Indo-European,Morsel
Proto-Italic,Morsel
Old French,Morsel
Middle English,Morsel
Medieval Latin,Morsel
Latin,Mortal
Proto-Indo-European,Mortal
English,Mortal
Middle English,Mortal
Old French,Mortal
Proto-Italic,Mortal
Proto-Indo-European,Mortality
Latin,Mortality
English,Mortality
Pali,Mortality
Old French,Mortality
Proto-Italic,Mortality
English,Mortally
Middle English,Mortally
Proto-Indo-European,Mortar
English,Mortar
Latin,Mortar
Old French,Mortar
Middle English,Mortar
English,Mortem
English,Moses
Ancient Greek,Moses
Hebrew,Moses
Biblical Hebrew,Moses
Latin,Moses
English,Mosque
French,Mosque
Italian,Mosque
Arabic,Mosque
Spanish,Mosque
Middle French,Mosque
Medieval Latin,Mosque
Aramaic,Mosque
English,Moss
Proto-Indo-European,Moss
Proto-Germanic,Moss
Middle English,Moss
Old English,Moss
English,Mossy
Middle English,Mossy
English,Most
Proto-Indo-European,Most
Proto-Germanic,Most
Old English,Most
Middle English,Most
English,Mostly
Proto-Indo-European,Mostly
Proto-Germanic,Mostly
Middle English,Mostly
Old English,Mostly
Old Norse,Mostly
English,Moth
Proto-Indo-European,Moth
Old Frisian,Moth
Middle English,Moth
Proto-Germanic,Moth
Old English,Moth
Old Norse,Moth
Proto-Norse,Moth
Proto-West Germanic,Moth
English,Mother
Proto-Indo-European,Mother
Proto-Germanic,Mother
Middle English,Mother
Old English,Mother
English,Mothered
Proto-Indo-European,Mothered
Old Frisian,Mothered
Middle English,Mothered
Proto-Germanic,Mothered
Old English,Mothered
Old Norse,Mothered
Proto-Norse,Mothered
Proto-West Germanic,Mothered
English,Motherfucking
Proto-Indo-European,Motherfucking
Old English,Motherfucking
Middle English,Motherfucking
Proto-Germanic,Motherfucking
English,Mothers
Proto-Indo-European,Mothers
Latin,Mothers
Ancient Greek,Mothers
Proto-Italic,Mothers
French,Mothers
Old Frisian,Mothers
Middle French,Mothers
Middle English,Mothers
Proto-Germanic,Mothers
Old English,Mothers
Old Norse,Mothers
Proto-Norse,Mothers
Old French,Mothers
Proto-Slavic,Mothers
Anglo-Norman,Mothers
Proto-West Germanic,Mothers
Ukrainian,Mothers
English,Motion
Old French,Motion
Middle French,Motion
Anglo-Norman,Motion
Latin,Motion
Proto-Italic,Motion
Proto-Indo-European,Motion
Middle English,Motion
English,Motionless
Proto-Indo-European,Motionless
Turkish,Motionless
Proto-Germanic,Motionless
Old English,Motionless
Middle English,Motionless
Old French,Motionless
Proto-Turkic,Motionless
Middle French,Motionless
Anglo-Norman,Motionless
Latin,Motionless
Proto-Italic,Motionless
Ottoman Turkish,Motionless
Proto-West Germanic,Motionless
Old Anatolian Turkish,Motionless
English,Motionlessly
Proto-Indo-European,Motionlessly
Turkish,Motionlessly
Proto-Germanic,Motionlessly
Middle English,Motionlessly
Old English,Motionlessly
Old French,Motionlessly
Proto-Turkic,Motionlessly
Middle French,Motionlessly
Anglo-Norman,Motionlessly
Latin,Motionlessly
Proto-Italic,Motionlessly
Ottoman Turkish,Motionlessly
Proto-West Germanic,Motionlessly
Old Anatolian Turkish,Motionlessly
English,Motive
Middle French,Motive
Middle English,Motive
Anglo-Norman,Motive
English,Motley
Proto-Indo-European,Motley
Proto-Germanic,Motley
Old English,Motley
Anglo-Norman,Motley
Middle English,Motley
Proto-West Germanic,Motley
English,Motor
Latin,Motor
English,Mottled
Proto-Indo-European,Mottled
Japanese,Mottled
Old English,Mottled
Proto-Germanic,Mottled
Middle English,Mottled
Anglo-Norman,Mottled
Proto-West Germanic,Mottled
English,Motto
Italian,Motto
Latin,Motto
Late Latin,Motto
Proto-Indo-European,Mould
English,Mould
Proto-Germanic,Mould
Old Norse,Mould
Old English,Mould
Middle English,Mould
Proto-West Germanic,Mould
English,Moulded
Proto-Indo-European,Moulder
English,Moulder
Proto-Germanic,Moulder
Old Norse,Moulder
Old English,Moulder
Middle English,Moulder
Proto-West Germanic,Moulder
English,Mouldy
Proto-Indo-European,Mouldy
Middle English,Mouldy
Proto-Germanic,Mouldy
Old English,Mouldy
Old French,Mouldy
Old Norse,Mouldy
Chichewa,Mouldy
Latin,Mouldy
Proto-West Germanic,Mouldy
English,Mount
Proto-Indo-European,Mount
Middle English,Mount
Old English,Mount
Anglo-Norman,Mount
Latin,Mount
Indo-European,Mount
Proto-Italic,Mount
Latin,Mountaing
Proto-Indo-European,Mountaing
English,Mountaing
Old English,Mountaing
Portuguese,Mountaing
Old Portuguese,Mountaing
Middle English,Mountaing
Old French,Mountaing
Proto-West Germanic,Mountaing
Proto-Italic,Mountaing
Indo-European,Mountaing
Anglo-Norman,Mountaing
Latin,Mountainous
