lang,word
Old English,Togs
Proto-Germanic,Togs
Chichewa,Togs
Latin,Togs
Mandarin,Togs
English,Toil
Anglo-Norman,Toil
Middle English,Toil
English,Toiled
French,Toilet
Proto-Indo-European,Toilet
English,Toilet
Hungarian,Toilet
Proto-Italic,Toilet
Old English,Toilet
Proto-Germanic,Toilet
Old French,Toilet
Proto-Uralic,Toilet
Middle English,Toilet
Middle French,Toilet
Old Dutch,Toilet
Latin,Toilet
Proto-Slavic,Toilet
French,Toilette
Proto-Indo-European,Toilette
English,Toilette
Hungarian,Toilette
Proto-Italic,Toilette
Old English,Toilette
Proto-Germanic,Toilette
Old French,Toilette
Proto-Uralic,Toilette
Middle English,Toilette
Old Dutch,Toilette
Latin,Toilette
Proto-Slavic,Toilette
English,Toiling
Proto-Indo-European,Toils
English,Toils
Old English,Toils
Proto-Germanic,Toils
Middle English,Toils
Anglo-Norman,Toils
Proto-West Germanic,Toils
English,Token
Proto-Indo-European,Token
Proto-Germanic,Token
Middle English,Token
Proto-West Germanic,Token
Old English,Token
English,Tokens
Proto-Indo-European,Tokens
Proto-Germanic,Tokens
Middle English,Tokens
Proto-West Germanic,Tokens
Old English,Tokens
English,Told
Latin,Tolerable
Proto-Indo-European,Tolerable
English,Tolerable
Middle French,Tolerable
Proto-Italic,Tolerable
Middle English,Tolerable
English,Tolerably
Latin,Tolerably
Proto-Indo-European,Tolerably
Middle French,Tolerably
Proto-Italic,Tolerably
Middle English,Tolerably
Old English,Tolerably
Proto-Germanic,Tolerably
Proto-West Germanic,Tolerably
Proto-Indo-European,Toll
English,Toll
Proto-Germanic,Toll
Middle English,Toll
Old English,Toll
Ancient Greek,Tolling
Proto-Indo-European,Tolling
English,Tolling
Latin,Tolling
Middle English,Tolling
Old English,Tolling
Proto-Germanic,Tolling
Old Norse,Tolling
Proto-Norse,Tolling
Proto-West Germanic,Tolling
Classical Latin,Tolling
Proto-Hellenic,Tolling
English,Tom
Classical Nahuatl,Tom
Nahuatl,Tom
Spanish,Tom
Proto-Nahuan,Tom
English,Tomahawk
English,Tomb
Proto-Indo-European,Tomb
Latin,Tomb
Ancient Greek,Tomb
Middle English,Tomb
Anglo-Norman,Tomb
Proto-Indo-European,Tombs
English,Tombs
Latin,Tombs
Ancient Greek,Tombs
Italian,Tombs
French,Tombs
Middle French,Tombs
Old English,Tombs
Proto-Germanic,Tombs
Middle English,Tombs
Spanish,Tombs
Old Norse,Tombs
Old French,Tombs
Proto-West Germanic,Tombs
Late Latin,Tombs
Medieval Latin,Tombs
English,Tommy
Proto-Indo-European,Tomorrow
English,Tomorrow
Middle English,Tomorrow
Proto-Germanic,Tomorrow
Old English,Tomorrow
Ancient Greek,Ton
English,Ton
Proto-Indo-European,Ton
Latin,Ton
Proto-Hellenic,Ton
Middle English,Ton
Ancient Greek,Tone
English,Tone
Proto-Indo-European,Tone
Latin,Tone
Proto-Hellenic,Tone
Middle English,Tone
Proto-Indo-European,Tongs
English,Tongs
Cantonese,Tongs
Proto-Germanic,Tongs
Old English,Tongs
Middle English,Tongs
Old Norse,Tongs
Proto-West Germanic,Tongs
English,Tongue
Proto-Indo-European,Tongue
Proto-Germanic,Tongue
Middle English,Tongue
Old English,Tongue
Old Norse,Tongue
Proto-West Germanic,Tongue
English,Tongueless
Middle English,Tongueless
English,Tongues
Proto-Indo-European,Tongues
Old English,Tongues
Proto-Germanic,Tongues
Middle English,Tongues
Old Norse,Tongues
Proto-West Germanic,Tongues
Ancient Greek,Tonic
English,Tonic
Proto-Indo-European,Tonic
Latin,Tonic
Proto-Hellenic,Tonic
Middle English,Tonic
English,Tonight
Middle English,Tonight
Sanskrit,Tons
Proto-Indo-European,Tons
English,Tons
French,Tons
Pali,Tons
Latin,Tons
Creek,Tons
Irish,Tons
Proto-Italic,Tons
Elfdalian,Tons
Proto-Germanic,Tons
Old English,Tons
Middle English,Tons
German,Tons
Proto-West Germanic,Tons
Old High German,Tons
Middle High German,Tons
Unami,Tons
Indo-European,Tons
Proto-Indo-European,Too
English,Too
Proto-Germanic,Too
Old English,Too
Middle English,Too
English,Took
Proto-Indo-European,Tooke
English,Tooke
Middle English,Tooke
Proto-Germanic,Tooke
Old English,Tooke
Old Norse,Tooke
English,Tool
Proto-Indo-European,Tool
Middle English,Tool
Proto-Germanic,Tool
Old English,Tool
Proto-Indo-European,Tools
English,Tools
Old English,Tools
Middle English,Tools
Proto-Germanic,Tools
Proto-West Germanic,Tools
Proto-Indo-European,Tooth
English,Tooth
Proto-Germanic,Tooth
Old English,Tooth
Middle English,Tooth
English,Toothache
Latin,Toothache
Proto-Indo-European,Toothache
Armenian,Toothache
Ancient Greek,Toothache
Proto-Germanic,Toothache
Old English,Toothache
Middle English,Toothache
Old French,Toothache
Old Armenian,Toothache
Vulgar Latin,Toothache
Egyptian,Toothache
Proto-West Germanic,Toothache
Coptic,Toothache
English,Toothless
Old English,Toothless
Proto-Germanic,Toothless
Middle English,Toothless
Proto-Indo-European,Toothpick
English,Toothpick
Latin,Toothpick
Proto-Germanic,Toothpick
Middle English,Toothpick
Old English,Toothpick
Proto-West Germanic,Toothpick
Proto-Italic,Toothpick
English,Top
Proto-Indo-European,Top
Proto-Germanic,Top
Middle English,Top
Old English,Top
English,Tophet
Biblical Hebrew,Tophet
Ancient Greek,Topic
Proto-Indo-European,Topic
English,Topic
Latin,Topic
Proto-Hellenic,Topic
English,Topmost
Proto-Indo-European,Topmost
Dutch,Topmost
Proto-Germanic,Topmost
Middle English,Topmost
Old English,Topmost
Middle Dutch,Topmost
Proto-West Germanic,Topmost
Old Dutch,Topmost
English,Topple
Latin,Topple
Proto-Indo-European,Topple
Dutch,Topple
Old English,Topple
Proto-Germanic,Topple
Old French,Topple
Middle English,Topple
Proto-West Germanic,Topple
Middle Dutch,Topple
Proto-Italic,Topple
Old Dutch,Topple
English,Tops
Proto-Indo-European,Tops
Dutch,Tops
Proto-Germanic,Tops
Middle English,Tops
Old English,Tops
Middle Dutch,Tops
Proto-West Germanic,Tops
Old Dutch,Tops
English,Topsail
Proto-Indo-European,Topsail
Dutch,Topsail
Proto-Germanic,Topsail
Middle English,Topsail
Old English,Topsail
Middle Dutch,Topsail
Proto-West Germanic,Topsail
Old Dutch,Topsail
English,Torch
French,Torch
Latin,Torch
Proto-Indo-European,Torch
Middle English,Torch
Old French,Torch
Vulgar Latin,Torch
Proto-Indo-European,Tore
Ancient Greek,Tore
English,Tore
Latin,Tore
Proto-Germanic,Tore
Old English,Tore
Middle English,Tore
Old Norse,Tore
English,Torment
Latin,Torment
Old French,Torment
Middle English,Torment
Proto-Italic,Torment
English,Tormented
English,Tormenting
English,Torn
Proto-Indo-European,Torn
Proto-Germanic,Torn
Old English,Torn
Middle English,Torn
Proto-Indo-European,Tornado
English,Tornado
Spanish,Tornado
Latin,Tornado
Proto-Italic,Tornado
Latin,Tornadoes
French,Tornadoes
Proto-Indo-European,Tornadoes
Ancient Greek,Tornadoes
English,Tornadoes
Italian,Tornadoes
Spanish,Tornadoes
Proto-Italic,Tornadoes
Vulgar Latin,Tornadoes
Old Latin,Tornadoes
Proto-Indo-European,Torpid
Latin,Torpid
English,Torpid
French,Torpid
Proto-Italic,Torpid
Latin,Torrent
Proto-Indo-European,Torrent
English,Torrent
French,Torrent
Italian,Torrent
Proto-Italic,Torrent
Latin,Torrid
English,Torrid
Proto-Indo-European,Torrid
Proto-Italic,Torrid
English,Torso
Italian,Torso
Latin,Torso
Ancient Greek,Torso
English,Tortoise
Middle English,Tortoise
Medieval Latin,Tortoise
Latin,Torture
English,Torture
Proto-Indo-European,Torture
Proto-Italic,Torture
Old French,Torture
Middle English,Torture
Late Latin,Torture
English,Toss
Middle English,Toss
English,Tossed
English,Tosses
Proto-Indo-European,Tosses
Middle English,Tosses
Old English,Tosses
Proto-Germanic,Tosses
Proto-West Germanic,Tosses
English,Tossing
Middle English,Tossing
English,Tost
Proto-Indo-European,Total
English,Total
Latin,Total
Old French,Total
Proto-Italic,Total
Middle English,Total
Medieval Latin,Total
English,Totality
Proto-Indo-European,Totality
Latin,Totality
Old French,Totality
Proto-Italic,Totality
Middle English,Totality
Medieval Latin,Totality
English,Totally
Proto-Indo-European,Totally
Latin,Totally
Middle English,Totally
Old English,Totally
Old French,Totally
Proto-Italic,Totally
Medieval Latin,Totally
Proto-Germanic,Totally
Proto-West Germanic,Totally
English,Tother
Middle English,Tother
Proto-Indo-European,Totter
English,Totter
Old English,Totter
Proto-Germanic,Totter
English,Touch
Proto-Indo-European,Touch
Middle English,Touch
Old French,Touch
Proto-Germanic,Touch
Vulgar Latin,Touch
Frankish,Touch
English,Touched
English,Touches
Proto-Indo-European,Touches
Old French,Touches
Middle English,Touches
Proto-Germanic,Touches
Old English,Touches
Latin,Touches
Vulgar Latin,Touches
Frankish,Touches
Proto-West Germanic,Touches
English,Touchest
Proto-Indo-European,Touchest
Old French,Touchest
Middle English,Touchest
Proto-Germanic,Touchest
Old English,Touchest
Latin,Touchest
Vulgar Latin,Touchest
Frankish,Touchest
Proto-West Germanic,Touchest
English,Touching
Middle English,Touching
English,Touchy
Ancient Greek,Touchy
Proto-Indo-European,Touchy
Middle English,Touchy
Proto-Germanic,Touchy
Old English,Touchy
Old French,Touchy
Chichewa,Touchy
Latin,Touchy
Proto-West Germanic,Touchy
Proto-Hellenic,Touchy
Proto-Indo-European,Tough
English,Tough
Middle English,Tough
Proto-Germanic,Tough
Old English,Tough
Proto-West Germanic,Tough
English,Toughness
Proto-Indo-European,Toughness
Middle English,Toughness
Old English,Toughness
Proto-Germanic,Toughness
Proto-West Germanic,Toughness
Latin,Tour
Proto-Indo-European,Tour
Ancient Greek,Tour
English,Tour
Old French,Tour
English,Tow
Gaulish,Tow
Proto-Celtic,Tow
Proto-Indo-European,Tow
Proto-Germanic,Tow
Old English,Tow
Middle English,Tow
Proto-West Germanic,Tow
Celtic,Tow
English,Toward
Middle English,Toward
English,Towards
Middle English,Towards
English,Towed
Proto-Indo-European,Tower
English,Tower
Ancient Greek,Tower
Latin,Tower
French,Tower
Proto-Germanic,Tower
Old Norse,Tower
Old French,Tower
Old English,Tower
Middle English,Tower
Proto-Italic,Tower
Proto-Hellenic,Tower
Proto-Austronesian,Tower
Proto-Malayo-Polynesian,Tower
English,Towering
English,Towers
Latin,Towers
Proto-Indo-European,Towers
Ancient Greek,Towers
Proto-Italic,Towers
Phoenician,Towers
Middle English,Towers
Old French,Towers
Old English,Towers
Proto-Germanic,Towers
Chichewa,Towers
Late Latin,Towers
Vulgar Latin,Towers
Egyptian,Towers
Proto-Hellenic,Towers
Mandarin,Towers
English,Towing
English,Town
Gaulish,Town
Proto-Celtic,Town
Proto-Indo-European,Town
Old English,Town
Proto-Germanic,Town
Middle English,Town
English,Towns
Gaulish,Towns
Proto-Celtic,Towns
Proto-Indo-European,Towns
Dutch,Towns
Proto-Germanic,Towns
Old English,Towns
Middle English,Towns
Middle Dutch,Towns
Old Dutch,Towns
Proto-West Germanic,Towns
Celtic,Towns
English,Tows
Proto-Indo-European,Tows
Latin,Tows
Ancient Greek,Tows
Proto-Italic,Tows
French,Tows
Middle French,Tows
Proto-Germanic,Tows
Old English,Tows
Old French,Tows
Proto-Slavic,Tows
Middle English,Tows
Anglo-Norman,Tows
Proto-West Germanic,Tows
Ukrainian,Tows
Proto-Indo-European,Toy
English,Toy
Old Dutch,Toy
Proto-Germanic,Toy
Middle English,Toy
English,Toying
Latin,Trace
English,Trace
Proto-Indo-European,Trace
Proto-Italic,Trace
Middle English,Trace
Old French,Trace
Vulgar Latin,Trace
English,Traceable
Latin,Traceable
Proto-Indo-European,Traceable
Proto-Italic,Traceable
Old French,Traceable
Middle English,Traceable
Vulgar Latin,Traceable
English,Traced
Latin,Traced
Proto-Indo-European,Traced
Proto-Italic,Traced
Middle English,Traced
Old English,Traced
Old French,Traced
Vulgar Latin,Traced
English,Tracery
Latin,Tracery
Proto-Indo-European,Tracery
French,Tracery
Italian,Tracery
Ancient Greek,Tracery
Proto-Italic,Tracery
Old French,Tracery
Middle English,Tracery
Spanish,Tracery
Proto-Germanic,Tracery
Old English,Tracery
Chichewa,Tracery
Proto-West Germanic,Tracery
Vulgar Latin,Tracery
Proto-Hellenic,Tracery
Latin,Traces
English,Traces
Proto-Indo-European,Traces
Proto-Italic,Traces
Middle English,Traces
Old English,Traces
Proto-Germanic,Traces
Old French,Traces
Vulgar Latin,Traces
Proto-West Germanic,Traces
Latin,Tracing
English,Tracing
Proto-Indo-European,Tracing
Old Dutch,Tracing
Proto-Italic,Tracing
Old English,Tracing
Proto-Germanic,Tracing
Old French,Tracing
Old Norse,Tracing
Middle English,Tracing
Chichewa,Tracing
Middle Dutch,Tracing
Vulgar Latin,Tracing
Proto-West Germanic,Tracing
English,Track
Proto-Indo-European,Track
Proto-Germanic,Track
Old French,Track
Old Norse,Track
Middle Dutch,Track
English,Tracks
Proto-Indo-European,Tracks
Proto-Germanic,Tracks
Old French,Tracks
Old Norse,Tracks
Middle Dutch,Tracks
Latin,Tract
English,Tract
Proto-Indo-European,Tract
Proto-Italic,Tract
English,Trade
Proto-Indo-European,Trade
Proto-Germanic,Trade
Middle English,Trade
Old Saxon,Trade
Middle Low German,Trade
English,Trades
Proto-Indo-European,Trades
Old Frisian,Trades
Old English,Trades
Proto-Germanic,Trades
Middle English,Trades
Saterland Frisian,Trades
Old Saxon,Trades
German,Trades
Proto-West Germanic,Trades
Old High German,Trades
Middle Low German,Trades
Middle High German,Trades
English,Trading
Arabic,Tradition
English,Tradition
Latin,Tradition
Ancient Greek,Tradition
Proto-Indo-European,Tradition
French,Tradition
Proto-Italic,Tradition
Middle French,Tradition
German,Tradition
Old French,Tradition
Middle English,Tradition
Aramaic,Tradition
Andalusian Arabic,Tradition
New Latin,Tradition
Lepontic,Tradition
Akkadian,Tradition
Arabic,Traditional
English,Traditional
Latin,Traditional
Ancient Greek,Traditional
Proto-Indo-European,Traditional
French,Traditional
Proto-Italic,Traditional
Middle French,Traditional
German,Traditional
Old French,Traditional
Middle English,Traditional
Aramaic,Traditional
Andalusian Arabic,Traditional
New Latin,Traditional
Lepontic,Traditional
Akkadian,Traditional
English,Traditions
English,Trafalgar
Arabic,Trafalgar
Ancient Greek,Tragedy
Proto-Indo-European,Tragedy
English,Tragedy
Latin,Tragedy
Proto-Hellenic,Tragedy
Old French,Tragedy
Middle English,Tragedy
Proto-Indo-European,Tragic
Ancient Greek,Tragic
English,Tragic
Latin,Tragic
French,Tragic
Proto-Hellenic,Tragic
Ancient Greek,Tragically
Latin,Tragically
English,Tragically
Middle French,Tragically
Proto-Indo-European,Tragically
Proto-Italic,Tragically
Middle Dutch,Tragically
Russian,Tragically
French,Tragically
Proto-Hellenic,Tragically
Old French,Tragically
Old English,Tragically
Middle English,Tragically
Proto-Germanic,Tragically
Old Latin,Tragically
Anglo-Norman,Tragically
German,Tragically
Proto-West Germanic,Tragically
Old Church Slavonic,Tragically
Old High German,Tragically
Middle High German,Tragically
Indo-European,Tragically
Germanic,Tragically
Vulgar Latin,Tragically
Late Latin,Tragically
English,Trail
Old French,Trail
Middle English,Trail
Latin,Trail
Vulgar Latin,Trail
English,Trailer
Latin,Trailer
Proto-Indo-European,Trailer
Middle English,Trailer
Old English,Trailer
Proto-Germanic,Trailer
Old French,Trailer
Vulgar Latin,Trailer
English,Trailers
Proto-Indo-European,Trailers
Latin,Trailers
Ancient Greek,Trailers
Proto-Italic,Trailers
French,Trailers
Middle French,Trailers
Proto-Germanic,Trailers
Old English,Trailers
Old French,Trailers
Proto-Slavic,Trailers
Middle English,Trailers
Anglo-Norman,Trailers
Proto-West Germanic,Trailers
Ukrainian,Trailers
Vulgar Latin,Trailers
English,Trailing
Old French,Trailing
Middle English,Trailing
Latin,Trailing
Vulgar Latin,Trailing
English,Trained
Latin,Trained
Proto-Indo-European,Trained
Middle Dutch,Trained
Dutch,Trained
Old Dutch,Trained
Middle English,Trained
Old English,Trained
Old French,Trained
Classical Latin,Trained
Vulgar Latin,Trained
Proto-Italic,Trained
Proto-West Germanic,Trained
Latin,Traing
English,Traing
Proto-Indo-European,Traing
Old French,Traing
Vulgar Latin,Traing
Middle English,Traing
English,Traitors
Proto-Indo-European,Traitors
Latin,Traitors
Ancient Greek,Traitors
Proto-Italic,Traitors
French,Traitors
Middle French,Traitors
Proto-Germanic,Traitors
Old English,Traitors
Old French,Traitors
Proto-Slavic,Traitors
Middle English,Traitors
Anglo-Norman,Traitors
Proto-West Germanic,Traitors
Ukrainian,Traitors
Indo-European,Traitors
Lepontic,Traitors
English,Trample
Latin,Trample
Old English,Trample
Old French,Trample
Middle English,Trample
Proto-Germanic,Trample
Proto-West Germanic,Trample
Proto-Indo-European,Trample
Proto-Italic,Trample
English,Trampled
English,Trampling
Proto-Indo-European,Trance
English,Trance
Proto-Italic,Trance
Latin,Trance
Middle English,Trance
Old French,Trance
Anglo-Norman,Trance
Classical Latin,Trance
Lepontic,Trance
Proto-Indo-European,Tranced
English,Tranced
Proto-Italic,Tranced
Japanese,Tranced
Latin,Tranced
Old English,Tranced
Proto-Germanic,Tranced
Middle English,Tranced
Old French,Tranced
Anglo-Norman,Tranced
Classical Latin,Tranced
Lepontic,Tranced
English,Trances
Proto-Indo-European,Trances
Proto-Italic,Trances
Latin,Trances
Old English,Trances
Middle English,Trances
Old French,Trances
Anglo-Norman,Trances
Classical Latin,Trances
Lepontic,Trances
Proto-West Germanic,Trances
English,Tranquil
Middle French,Tranquil
Proto-Italic,Tranquil
Latin,Tranquil
Proto-Indo-European,Tranquil
Proto-Indo-European,Tranquillity
English,Tranquillity
Middle French,Tranquillity
Proto-Italic,Tranquillity
Latin,Tranquillity
Pali,Tranquillity
Old French,Tranquillity
Middle English,Tranquillity
English,Tranquillize
Middle French,Tranquillize
English,Tranquilly
Middle French,Tranquilly
Proto-Italic,Tranquilly
Latin,Tranquilly
Proto-Indo-European,Tranquilly
Middle English,Tranquilly
Old English,Tranquilly
Proto-Germanic,Tranquilly
Proto-West Germanic,Tranquilly
English,Trans
Latin,Trans
English,Transactions
English,Transcend
Latin,Transcend
Proto-Indo-European,Transcend
Old French,Transcend
English,Transcendent
Latin,Transcendent
Proto-Indo-European,Transcendent
English,Transcendental
English,Transcribe
Latin,Transcribe
English,Transfer
English,Transferred
English,Transferring
English,Transfigured
Latin,Transfix
English,Transfix
Proto-Indo-European,Transfix
Middle French,Transfix
Proto-Italic,Transfix
Proto-Germanic,Transfix
Old French,Transfix
Middle English,Transfix
Old English,Transfix
Proto-West Germanic,Transfix
Lepontic,Transfix
Indonesian,Transfix
Javanese,Transfix
Old Javanese,Transfix
English,Transfixed
English,Transform
Middle English,Transform
Middle French,Transform
English,Transformed
Proto-Indo-European,Transient
English,Transient
Proto-Italic,Transient
Latin,Transient
Classical Latin,Transient
Lepontic,Transient
Arabic,Transit
English,Transit
Latin,Transit
Ancient Greek,Transit
Proto-Indo-European,Transit
Proto-Italic,Transit
Middle French,Transit
German,Transit
Old French,Transit
Aramaic,Transit
Andalusian Arabic,Transit
New Latin,Transit
Classical Latin,Transit
Lepontic,Transit
Akkadian,Transit
Middle English,Transit
Arabic,Transition
English,Transition
Latin,Transition
Ancient Greek,Transition
Proto-Indo-European,Transition
Proto-Italic,Transition
Middle French,Transition
German,Transition
Old French,Transition
Aramaic,Transition
Andalusian Arabic,Transition
New Latin,Transition
Classical Latin,Transition
Lepontic,Transition
Akkadian,Transition
Middle English,Transition
English,Translated
English,Translation
Proto-Italic,Translation
Proto-Indo-European,Translation
Anglo-Norman,Translation
Latin,Translation
Middle English,Translation
Proto-Indo-European,Transom
Latin,Transom
English,Transom
Proto-Italic,Transom
Middle English,Transom
Lepontic,Transom
Latin,Transparent
Proto-Indo-European,Transparent
English,Transparent
Proto-Italic,Transparent
Middle French,Transparent
Old French,Transparent
Chichewa,Transparent
Middle English,Transparent
Anglo-Norman,Transparent
Proto-Germanic,Transparent
Proto-West Germanic,Transparent
Medieval Latin,Transparent
Lepontic,Transparent
Old Latin,Transparent
English,Transparently
Latin,Transparently
Proto-Indo-European,Transparently
Proto-Italic,Transparently
Middle French,Transparently
Middle English,Transparently
Old English,Transparently
Old French,Transparently
Chichewa,Transparently
Anglo-Norman,Transparently
Proto-Germanic,Transparently
Proto-West Germanic,Transparently
Medieval Latin,Transparently
Lepontic,Transparently
Old Latin,Transparently
Proto-Indo-European,Transpire
English,Transpire
Middle French,Transpire
Latin,Transpire
Medieval Latin,Transpire
English,Transpired
English,Transplanted
English,Transported
English,Trap
Proto-Indo-European,Trap
Swedish,Trap
Proto-Germanic,Trap
Middle English,Trap
Old English,Trap
Middle Low German,Trap
Old Saxon,Trap
Proto-West Germanic,Trap
English,Trapped
English,Trappings
Proto-Indo-European,Trappings
Swedish,Trappings
Proto-Germanic,Trappings
Middle English,Trappings
Old English,Trappings
Middle Low German,Trappings
Old Saxon,Trappings
Proto-West Germanic,Trappings
English,Traps
English,Trash
Middle English,Trash
Old Norse,Trash
English,Trashy
Latin,Trashy
Proto-Indo-European,Trashy
Middle English,Trashy
Proto-Germanic,Trashy
Old English,Trashy
Old French,Trashy
Old Norse,Trashy
Latin,Travel
English,Travel
Proto-Italic,Travel
Proto-Indo-European,Travel
Ancient Greek,Travel
Old French,Travel
Middle English,Travel
Middle Scots,Travel
Old English,Travel
Vulgar Latin,Travel
Late Latin,Travel
Proto-West Germanic,Travel
English,Travelled
English,Traveller
Middle English,Traveller
English,Travelling
Latin,Travels
English,Travels
Proto-Italic,Travels
Proto-Indo-European,Travels
Ancient Greek,Travels
Old French,Travels
Middle English,Travels
Middle Scots,Travels
Old English,Travels
Vulgar Latin,Travels
Late Latin,Travels
Proto-West Germanic,Travels
Latin,Traverse
Proto-Indo-European,Traverse
English,Traverse
Proto-Italic,Traverse
French,Traverse
Italian,Traverse
Old French,Traverse
Middle English,Traverse
Late Latin,Traverse
German,Traverse
Vulgar Latin,Traverse
Lepontic,Traverse
Latin,Tray
Proto-Indo-European,Tray
English,Tray
Proto-Italic,Tray
Middle French,Tray
Old Occitan,Tray
Old English,Tray
Proto-Germanic,Tray
Old French,Tray
Middle English,Tray
Gothic,Tray
Anglo-Norman,Tray
Proto-West Germanic,Tray
Late Latin,Tray
Lepontic,Tray
Indonesian,Tray
Javanese,Tray
Old Javanese,Tray
English,Treacherous
Old French,Treacherous
English,Treacherously
Middle English,Treacherously
Old English,Treacherously
Old French,Treacherously
Proto-Germanic,Treacherously
Proto-West Germanic,Treacherously
English,Treachery
Middle Dutch,Treachery
Old Dutch,Treachery
Proto-Indo-European,Treachery
Latin,Treachery
Old French,Treachery
Proto-Germanic,Treachery
Middle English,Treachery
Vulgar Latin,Treachery
Late Latin,Treachery
Proto-Italic,Treachery
Old Latin,Treachery
English,Tread
Proto-Indo-European,Tread
Middle English,Tread
Old English,Tread
Proto-Germanic,Tread
Old Norse,Tread
Proto-Norse,Tread
Proto-West Germanic,Tread
English,Treading
Proto-Indo-European,Treading
Middle English,Treading
Old English,Treading
Proto-Germanic,Treading
Old Norse,Treading
Proto-Norse,Treading
Proto-West Germanic,Treading
English,Treadle
Middle English,Treadle
Old English,Treadle
Ancient Greek,Treasure
English,Treasure
Latin,Treasure
Old French,Treasure
Ancient Greek,Treasures
Latin,Treasures
English,Treasures
Proto-Indo-European,Treasures
French,Treasures
Swedish,Treasures
Italian,Treasures
Middle French,Treasures
Proto-Hellenic,Treasures
Spanish,Treasures
Old French,Treasures
Proto-Germanic,Treasures
Old Norse,Treasures
Portuguese,Treasures
Middle English,Treasures
Proto-Italic,Treasures
Late Latin,Treasures
Russian,Treasures
Old Spanish,Treasures
Old Latin,Treasures
Latin,Treat
English,Treat
Proto-Indo-European,Treat
Proto-Italic,Treat
Middle English,Treat
Old French,Treat
English,Treated
Latin,Treating
English,Treating
Proto-Indo-European,Treating
Anglo-Norman,Treating
Latin,Treatise
English,Treatise
Proto-Indo-European,Treatise
Proto-Italic,Treatise
Old French,Treatise
Anglo-Norman,Treatise
Middle English,Treatise
Proto-Indo-European,Treats
Latin,Treats
English,Treats
Proto-Italic,Treats
Old English,Treats
Proto-Germanic,Treats
Middle English,Treats
Old French,Treats
Proto-West Germanic,Treats
English,Treble
Latin,Treble
Old French,Treble
Proto-Italic,Treble
English,Trebly
Latin,Trebly
Middle English,Trebly
Old English,Trebly
Old French,Trebly
Proto-Germanic,Trebly
Proto-Italic,Trebly
Proto-West Germanic,Trebly
English,Tree
Proto-Indo-European,Tree
Proto-Germanic,Tree
Middle English,Tree
Old English,Tree
Proto-West Germanic,Tree
Latin,Trees
English,Trees
Proto-Indo-European,Trees
Ancient Greek,Trees
Proto-Italic,Trees
Proto-Hellenic,Trees
Phoenician,Trees
Proto-Germanic,Trees
Old English,Trees
Old Norse,Trees
Middle English,Trees
Old French,Trees
Chichewa,Trees
Proto-West Germanic,Trees
Late Latin,Trees
Vulgar Latin,Trees
Egyptian,Trees
English,Trellised
Latin,Trellised
Middle English,Trellised
Old French,Trellised
Old English,Trellised
Anglo-Norman,Trellised
English,Trembles
Latin,Trembles
Proto-Indo-European,Trembles
Italian,Trembles
Proto-Germanic,Trembles
Old French,Trembles
Old English,Trembles
Middle English,Trembles
Vulgar Latin,Trembles
Proto-Italic,Trembles
Proto-West Germanic,Trembles
Latin,Trembling
Proto-Indo-European,Trembling
English,Trembling
Italian,Trembling
Old French,Trembling
Vulgar Latin,Trembling
Proto-Italic,Trembling
Latin,Tremendous
Proto-Indo-European,Tremendous
English,Tremendous
Italian,Tremendous
Proto-Italic,Tremendous
English,Tremendousness
Latin,Tremendousness
Proto-Indo-European,Tremendousness
Italian,Tremendousness
Old English,Tremendousness
Middle English,Tremendousness
Proto-Germanic,Tremendousness
Proto-West Germanic,Tremendousness
Proto-Italic,Tremendousness
Latin,Tremor
Proto-Indo-European,Tremor
English,Tremor
Italian,Tremor
Old French,Tremor
Middle English,Tremor
Anglo-Norman,Tremor
Proto-Italic,Tremor
Latin,Tremulous
Proto-Indo-European,Tremulous
English,Tremulous
Italian,Tremulous
Proto-Italic,Tremulous
Proto-Italic,Trencher
Proto-Indo-European,Trencher
English,Trencher
Latin,Trencher
Proto-Germanic,Trencher
Old French,Trencher
Old English,Trencher
Middle English,Trencher
Anglo-Norman,Trencher
Proto-West Germanic,Trencher
Vulgar Latin,Trencher
English,Trending
Gaulish,Trending
Proto-Celtic,Trending
Proto-Indo-European,Trending
Old English,Trending
Proto-Germanic,Trending
Middle English,Trending
Proto-West Germanic,Trending
Celtic,Trending
Latin,Trepidation
Ancient Greek,Trepidation
Proto-Indo-European,Trepidation
English,Trepidation
Proto-Italic,Trepidation
Old Latin,Trepidation
English,Tri
Middle English,Tri
Old French,Tri
German,Tri
Latin,Trial
English,Trial
Proto-Indo-European,Trial
Old French,Trial
Anglo-Norman,Trial
Proto-Italic,Triangular
English,Triangular
Latin,Triangular
Proto-Indo-European,Triangular
French,Triangular
English,Triangularly
Proto-Italic,Triangularly
Latin,Triangularly
Proto-Indo-European,Triangularly
French,Triangularly
Middle English,Triangularly
Old English,Triangularly
Proto-Germanic,Triangularly
Proto-West Germanic,Triangularly
Latin,Tribe
Proto-Italic,Tribe
English,Tribe
Old French,Tribe
Middle English,Tribe
Proto-Indo-European,Tribe
English,Tribes
Latin,Tribes
Proto-Italic,Tribes
Proto-Indo-European,Tribes
Middle English,Tribes
Old English,Tribes
Proto-Germanic,Tribes
Old French,Tribes
Proto-West Germanic,Tribes
Latin,Tribulation
Proto-Indo-European,Tribulation
English,Tribulation
Old French,Tribulation
Middle English,Tribulation
Late Latin,Tribulation
English,Tribute
Middle English,Tribute
English,Trick
Middle English,Trick
English,Tricking
English,Tricks
English,Tried
English,Tries
Proto-Indo-European,Tries
